school_id,nominator_id,conf_status,school_name,school_city,school_state,school_district,school_within_school,nominator,nominator_reason,school_purpose,school_model,stage_n,implementation_years,blended_learning,competency_education,equity,experiential,staffing_infrastructure,learner_agency,maker,pbl,redefining_success,sel,udl,wraparound,station_rotation,flipped_classroom,lab_rotation,individual_rotation,flex,a_la_carte,enriched_virtual,opportunities_mastery,advancement_mastery,performance_assessment,grading_mastery,assessment_schedule,competency_framework,equity_plan,reallocation_resources,design_margins,restorative_practice,culturally_relevant,rigorous_coursework,elimination_tracking,graduation_supports,poverty_supports,immigrants_supports,ell_supports,flexible_staffing,flexible_facilities,flexible_schedule,real_time_data,quality_materials,oer,multi_age,devices_home,integrated_data,student_goals,student_pace,learning_paths,learner_profiles,student_conferences,student_data,projects_primary,student_projects,interdisciplinary,real_world,exhibitions,portfolios,career_prep,outside_credit,service_learning,local_focus,local_global,design_thinking,community_partnerships,makerspace,measures_college,measures_career,measures_deeper,measures_purpose,measures_sel,measures_climate,sel_plan,sel_curriculum,sel_integrated,circles,advisories,hiring_practices,relevant_learning,information_formats,ways_mastery,accommodations,data_instruction,adaptive_content,mentoring,mental_health,physical_health,community_support,open_hours,t1_confirmed_s,t2_confirmed_s,tag_evaluation_n,why_tag_evaluation_n,suggested_tags_n,tag_evaluation_s,why_tag_evaluation_s,nces_id,state_id,website,school_type,charter,magnet,no_grades,pk_grade,kg_grade,1_grade,2_grade,3_grade,4_grade,5_grade,6_grade,7_grade,8_grade,9_grade,10_grade,11_grade,12_grade,13_grade,ug_grade,ae_grade,low_grade,high_grade,level,CCD_student_count,native_count,native_percent,asian_count,asian_percent,hispanic_count,hispanic_percent,black_count,black_percent,white_count,white_percent,multiple_races_count,multiple_races_percent,hawaiian_native_count,hawaiian_native_percent,total_race_count,lunch_program,locale,locale_original,FRPL_count,FRPL_percent,direct_certification_count,direct_certification_percent,title_i_status,CRDC Total Enrollment,IDEA_percent,LEP_percent
65,77,Confirmed,Elmer G Bondy Intermediate,Pasadena,Texas,Pasadena ISD,Yes,Anonymous,The commitment to student centered blended learning for all students!,"The mission of Elmer G. Bondy Intermediate School is to provide students with a safe, nurturing environment in which they can achieve their highest level of academic excellence through personalized learning, enhance their self-worth and intrinsic motivation, and develop into responsible, productive leaders and members of society through a partnership with parents, educators and members of the Pasadena and greater community.  We are here to serve each and every child, every single day.  ","In the past, our school model has been a hybrid model (half our classes were the traditional teacher-led model & the other half were of the personalized learning instruction model).  For this upcoming year, personalized learning will be the campus-wide adopted instructional model.  We have been a successful partner with Summit Public Learning for 3 years.  Implementation of student outcomes such as integrating Cognitive Skills & Concepts, designing challenging content, and guiding students towards designated mindsets and behaviors called Habits of Success have transformed our educational philosophies.   
While our traditional academic settings have shown great success on state mandated assessments and have led district scores, they have not shown the growth in agency, reading fluency/comprehension, and progress.  Not meeting these areas, in our minds, is a failure in meeting our mission.  Students must be able to perform beyond minimum standards.  School should reflect the challenges the real world will presents.  Education must provide opportunities for failure, improvement, growth, success, and purpose all in one cycle or grade level.   Our schools strives to meet each student where they are and build them up to realize their own success.    
The implementation of personalized learning has provided our students with a voice to choose their path, their products, their timeline and more.   
Through mentoring, we are able to guide these young minds to understand how their choices will affect their outcomes.  Mentoring helps students understand the how and why a task must be completed and it is up to the student as to how they get there.  It also provides a dynamic opportunity for a teacher and student to cultivate a positive relationship that is built on trust, communication, and a true desire to help.  The teacher is no longer operating on a set number of days for one unit as the entire curriculum is at a student's fingertips.  The student who has quickly shown mastery of a topic no longer has to wait for the class in order to move on.    
Teachers have become more involved in using real-time data to direct instruction, workshops (small group, Tier 2/3 instruction), and projects.  Teachers have rediscovered their passion for education in realizing that they are not ""teaching to the test"" but they are rather equipping our students with the important skills to read, analyze, and apply learning to any situation.   Our school model continues to evolve as the needs of our students change each day.  This process is not static; it is a living, breathing instructional model that changes as quickly as the blink of an eye.   It is fast paced, exciting, challenging, rewarding, and we are loving every moment of the ride watching our students become responsible for their learning.  ",Mature and going strong (more than 3 years),2-3 years,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,1,1,,1,1,,1,1,1,,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,,,1,1,1,,1,,1,1,,,1,1,,,,,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,,,"Yes, this is mostly accurate.",,4,,,4,,483432004691,TX-101917-101917051,,Regular School,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,7,8,Middle,989,0,0.00%,53,5.36%,726,73.41%,45,4.55%,156,15.77%,9,0.91%,0,0.00%,989,Missing,Suburban,"Suburban, Large",600,60.7%,,,Title I schoolwide school,957,10.9,13.9
67,94,Confirmed,Empower Community High School,Aurora,Colorado,Aurora Public Schools,No,Anonymous,School has been built alongside students from the ground up. Truly co-created. Charter app was written with a full community design team. Strong focus on ethnic studies and projects. Radical transformation. Check instagram feed to understand more.,"Empower's vision, ""The world is ours,"" was written by Jalil Carter, a high school senior on the Community Design Team (CDT). By remixing Nas lyrics, Jalil was able to capture the CDT's shared vision for education: for students to claim their rightful place in this world as agents of change, growth and social progress. Empower educates and fosters the scholars, writers, artists and innovators who will build a just and equitable world. ECHS mission is to offer authentic education that is led by students, co-created with community, and guided by educators. ","Students will be required to think critically about the world so they are able to address large-scale problems and create solutions that have an impact in the real world. At Empower, students work with highly-qualified educators and community partners to conduct college-level research on real-world topics, both locally and globally, and learn how to use the design process to solve complex challenges using creativity, critical thinking and collaboration. ECHS' academic program is community responsive, multicultural, and democratic.",Early stage (0-3 years),Less than 2 years,,,1,1,,1,1,1,1,1,,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,,1,1,"Yes, this is accurate.",,3,,community centered,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,46,Confirmed,EPiC Elementary,Liberty,Missouri,Liberty Public Schools,Yes,The Learning Accelerator,EPIC is a project-based learning school which infuses district curated Open Education Resources (OER) to push student-centered and relevant learning.,"EPIC Elementary, founded on the dynamic vision of Every Person Inspired to Create, is a real-world learning environment, inspiring all learners to be creative and think big! EPiC is firmly grounded in three timeless pillars: Empower Creativity, Equip Students, and Engage Communities.  ENGAGING COMMUNITIES EPiC students learn in an environment that thrives on collaboration, not only within the classroom and across grade levels, but with the greater community through experts, partnerships, and community-based projects. Learners engage in the cultural, historic and civic amenities of Liberty and the greater Kansas City area to deepen and extend learning, providing purposeful experiences and focused reflection to discover knowledge, embrace skills and integrate values into their lives.  EMPOWERING CREATIVITY EPiC reimagines education by encouraging the in-depth exploration of topics as students participate in the adventures of learning. EPiC students apply their new knowledge by creating and exhibiting their learning to multiple audiences.   EQUIPPING LEARNERS We believe it is essential to equip students for their future by providing a personalized learning environment where students become effective collaborators, critical and creative thinkers, and communicators.  ","LEARNER AGENCY With our learner-centered approach, EPiC students have voice and choice, responsibility in their learning process, and ample opportunities to demonstrate learning in different ways. EPiC teachers build relationships to nurture education as a partnership and utilize inquiry-based instructional models designed to precipitate learning. Additionally, our teachers serve as coaches and provide one-on-one support and immediate feedback, consistently encouraging EPiC learners to remain self-confident in their abilities with a growth mindset. By constructing their learning paths and decreasing dependence on teacher-directed instruction, our learners deepen their critical thinking and questioning skills. Mobile technology continues to transform teaching and learning at EPiC. Within our 1:1 iPad blended learning environment, real-time feedback empowers our students to improve and grow, and it helps teachers adjust instruction to best meet the needs of each individual. Our blended learning platforms (e.g., iReady, Lexia Reading Core5, Reflex, Imagine Math) provide growth monitoring tools for both the student and teacher to track progress. For the past five years, we have continued to move from looking at results of learning in a reactive mindset to ""continual reflection in a proactive, growth mindset, ensuring all students move forward. Personal goal setting serves as a roadmap to expand and extend all learning, improving self-efficacy and motivation. Learners and coaches work together for growth and success.  

COMMUNICATION AND COLLABORATION As we strive to prepare our learners for an ever-changing world, we prioritize communication and collaboration, two bedrock skills. We believe learning is influenced and enhanced through interpersonal relationships, authentic collaborative work, and communication with others, both inside and outside the classroom. The ubiquitous use of technology within our learning environment has strengthened communication and feedback between learners, teachers, parents, and our larger community. Virtual learning platforms such as iTunes U enables EPiC learners to work together concurrently to manage projects, develop ideas, and provide feedback.  

CREATION EPiC learners are not only consumers of content but also creators of original content, often designing products to share beyond the walls of the classroom. Using a variety of digital tools and resources, they actively discover and curate information to make meaning, construct knowledge, and produce creations. With such vast information available online, students learn to evaluate the quality and efficacy of the information, helping them to deepen their understanding and widen their perspective of a given topic. Furthermore, because technology tools help us connect with people, ideas, and audiences, our learners develop a deeper sense of pride and responsibility in their work.   How do our learners make the world different?   Everywhere they go, with iPad in hand, our students document and publish learning stories and creative products on public platforms such as blogs, visual stories, digital books, and digital portfolios. We love to share our collective learning with the world on social media. As students discover and identify the challenges in this world, they actively create to change the world for the better by finding solutions and raising awareness. 

CODING We believe coding is a necessary language for all learners and crosses all content areas. Over the last three years, our coding instruction has evolved from sporadic to immersive across all grade levels. We began with exploring coding concepts and vocabulary to developing a scope and sequence of skills, fluid and ever-changing to meet the needs of our learners as they attain knowledge and fluency earlier and earlier in their school career. As our evolutionary process continues, teachers have begun to create viable coding links to content areas and connections to the world, such as storytelling, creating music, and mathematical computation. Coding instruction begins in Studio K with a focus on sequencing and loops using iPad apps such as Kodable, Tynker, and Scratch, Jr. By Studio Four, as learners master skills, we move into Swift Playgrounds and Scratch.  Coding has cultivated learner-centered instruction for everyone, including our teachers. With side by side learning, our students act as role models, modeling perseverance and relevant skills to lead learners. Our learners come to us as active participants in their learning environment. We believe our job is to facilitate and grow that learner agency throughout their time at EPiC.",Mature and going strong (more than 3 years),4-5 years,,,,1,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,1,1,,,1,1,,,,,1,,,,,1,1,1,1,1,1,,,1,,1,1,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,"Yes, this is accurate.","Yes, this is accurate.",4,,,4,,291854003253,MO-024090-4220024090,,Regular School,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,300,–,,9,3.00%,12,4.00%,3,1.00%,266,88.67%,10,3.33%,–,,300,Yes participating without using any Provision or the CEO,Suburban,"Suburban, Large",18,6.0%,60,20.0%,Not a Title I school,296,4.7,0.7
70,81,Confirmed,Evergreen Community Charter School,Asheville,North Carolina,none provided,No,National Center for Learning Disabilities,They have strong presentations and do explicit instruction of key skills,"Evergreen's core purpose is to prepare students for successful lifelong learning, social responsibility, environmental stewardship, and service by providing a holistic education of mind, body, and spirit.",,Mature and going strong (more than 3 years),More than 9 years,,,,1,,,,,,1,,,,,,,,,,,,1,1,,,1,,,1,,,,,1,,,,1,1,,,,,,,1,,,,1,,1,,1,1,1,1,,,1,1,1,,1,,,,1,,1,1,1,,1,1,1,1,1,1,1,,,,,1,,,,"Yes, this is accurate.",,2,,,4,,370007802430,NC-11A-000,http://www.evergreenccs.org/,Regular School,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,8,Elementary,444,1,0.23%,1,0.23%,21,4.73%,5,1.13%,393,88.51%,23,5.18%,0,0.00%,444,Yes participating without using any Provision or the CEO,Urban,"City, Small",124,27.9%,,,Title I schoolwide school,449,12.5,0.4
71,60,Confirmed,Fannie Lou Hamer Freedom High School,New York,New York,none provided,No,Big Picture Learning,"Fannie Lou Hamer Freedom High School is a member of the New York State performance assessment consortium, exempting them from most required end-of-course Regents exams. This flexibility has enabled Fannie Lou to create a robust portfolio assessment system where students present and defend their work and learning through their pathway to graduation. In the highest poverty Congressional District in the nation, Fannie Lou Hamer partners with the Children's Aid Society to provide out of school learning experiences, health and counseling services, and summer youth employment for 70-80% of students each summer. Additionally, the school focuses intensely on teacher collaboration, developing a school-wide schedule to allow team professional development and collaboration for three hours weekly. Fannie Lou's focus on social justice and student activism has resulted most recently in the students petitioning local legislators to re-name their street to honor the legacy of Fannie Lou Hamer. Additionally, each year the students host a birthday party for Fannie Lou Hamer, with events to educate the community about her contributions so social justice. In the past two years, the school has quickly built an internship program under the direction of a teacher who is herself an alumna of Fannie Lou. ","The fundamental aim of Fannie Lou Hamer Freedom High School is to teach students to use their minds well and prepare them to live productive, socially useful, and personally satisfying lives.  The Habits of Mind form the basis of our efforts to move students toward these goals.  The school's academic program stresses intellectual development and political and social involvement in our society.  Five Habits of Mind are stressed.  VIEWPOINT:  Identifying and understanding various perspectives on an issue. EVIDENCE:  Being able to support a particular point of view and critically examine different forms of evidence. CONNECTIONS:  Seeing larger patterns and connections between ideas, the individual and the larger society. CONJECTURE:  Being able to envision alternatives and ask ""what if?"" RELEVANCE:  Understanding the importance of an issue and asking ""what difference does it make?""  The Habits of Mind are at the heart of all our work along with sound work habits and care and concern for others:  Habits of Work and Heart.  The curriculum of FLHFHS affirms the central importance of students learning how to learn, how to reason, and how to investigate complex issues that require collaboration, personal responsibility and a tolerance for uncertainty.  It is inquiry-based, emphasizing projects which students design and carry out themselves, with teachers as guides and coaches.  Communication skills, including reading, writing, public speaking, and critical listening, are developed in all subject areas.  Our school emphasizes getting students involved in Extended Learning Opportunities outside of school, focused on building students' experiences, resumes and learning beyond the classroom.  We have partnerships with dozens of organizations with whom our students participate in programs after school, for internships, and during the summer.   ","Based on a belief in the ability of all learners to succeed and excel, Fannie Lou Hamer Freedom High School (FLHFHS) seeks to provide all students with a complete, rounded, academically rigorous education that is both broad and deep in its scope.  Aware of the varied degrees of preparedness of students as they enter our school, we seek to provide a wide range of support so that each student can realize his/her potential and identify and achieve his/her personal goals.  The tone of the school deliberately stresses high expectations and trust, as well as fairness, generosity, and respect for diversity.   Our school is guided by the principles of the Coalition of Essential Schools.  These principles include: LESS IS MORE:  It is important to understand a few concepts in-depth rather than knowing many things superficially.  Learning how to learn is most important. 
PERSONALIZATION:  Every student should be known well.  While courses of study are universal and unified, teaching and learning are personalized. 
HIGH STANDARDS:  Work is always central to what we do.  Upon completion of high school, students must exhibit mastery of understanding in the major disciplines. 
STUDENT-AS-WORKER:  Teachers coach students, encouraging them to find answers for themselves.  Students discover and learn by doing, rather than simply repeating what textbooks or teachers say.   
In addition to intellectual development, the school's academic program stresses political/social involvement in our society.  Our school is named after a grassroots community leader who fearlessly led the Mississippi Freedom Democratic Party to the National Convention in pursuit of people's basic civil rights.  Her courage in the face of challenge and her tenacity in struggling for justice are values that we hope will inspire our own students to become activists in their own communities.   In Division I (grades 9 and 10), there is a common core curriculum for all students organized around Mathematics/Science and the Humanities.  Students also complete a two-year sequence including the study of a second language, community outreach, advisory, and health.   In Division II (grades 11 and 12), each student, along with his/her advisor, draws up a personal program of study designed to prepare the student for graduation.  Students complete coursework in six major areas:  English, Social Studies, Mathematics, Science, the Arts, and Advisory.  Students also take elective classes in such areas as Autobiography, Computer Science, Social Issues, and Internship.  Opportunities for advanced college-level coursework are also available. ",Mature and going strong (more than 3 years),More than 9 years,,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,1,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,,1,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,,1,1,"Yes, this is accurate.",,4,,Social justice,3,,360009001327,NY-321200010000-321200011682,,Regular School,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,9,12,High,479,7,1.46%,2,0.42%,335,69.94%,133,27.77%,2,0.42%,0,0.00%,0,0.00%,479,Yes under Community Eligibility Option (CEO),Urban,"City, Large",340,71.0%,,,Title I schoolwide school,,,
72,78,Confirmed,Farmington High School,Farmington,Utah,Davis School District,No,Utah State Board of Education,"The mission of Farmington High School is to provide students with a purposeful, personalized, and preparatory education which will allow them to be successful in their chosen career field and postsecondary settings.  ","We just opened a new public High School.  We opened with 1600 students.  We are competency and project based, with a personalized/blended model of instruction.  We are a 1 to 1 school that focuses on a purposeful, personalized approach to prepare students for success in career and post secondary education.",We are a personalized school that focuses on blended education.  We leverage technology to provide students with an individualized approach to their education.  ,Early stage (0-3 years),Less than 2 years,1,1,,,,1,,,1,,,,1,1,1,1,1,1,1,1,1,,1,1,1,,,,,,1,,1,1,,1,,1,,1,1,1,,1,1,1,1,1,,,1,,1,1,,,,1,1,,,,1,,1,1,,1,1,1,1,1,,,,,1,1,,1,1,1,,1,1,,,,"Yes, this is accurate.",,3,,Personalized,3,,490021001537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,97,Confirmed,Farmington High School,Farmington,Connecticut,Farmington Public Schools,No,CT Center for School Change,"Farmington High School (FHS) enrolls approximately 1300 students in grades 9-12. The school implements a student-centered approach aligned to Farmington's improvement design.   Classroom practices are student-centered, with student voice and agency being emphasized. Curriculum, instruction, programming and assessment is aligned to a purpose-driven, socially-constructed, mastery-based and self-directed learning. One example to share is student-engaged rounds. For several years, students at FHS have engaged in instructional rounds. This year, rounds has evolved to include an equity focus. Students join administrators and educators on instructional rounds throughout each school year. A problem of instructional practice is shared and all participants visit classrooms, gather observational evidence and engage in an affinity protocol to determine the school's next level of work.  It is important to note that Farmington students engage in rounds with administrators and educators beginning in 3rd grade. Teaching and learning at FHS is active, engaging, challenging, purposeful, and student-centered, as aligned with the Farmington's improvement design. As ""leaders of their own learning,"" students are independent and resourceful learners. The school's primary goal is to ensure that all students are successful. In partnership with students, faculty, and staff, this school year we renew our commitment to engaged learning and high achievement within a supportive learning environment. FHS is nationally recognized for excellence in student outcomes. FHS implements a mastery-based approach to empower students as leaders of their own learning. Farmington's mastery-based principles are implemented in all classrooms and across all departments.    ","Our core purpose is defined in our Vision of the Graduate: The mission of the Farmington Public Schools is to enable all students to achieve academic and personal excellence, exhibit persistent effort and live as resourceful, inquiring and contributing global citizens.  The Farmington Public Schools believe that all students are capable of acquiring the knowledge, skills and dispositions needed for productive, ethical and responsible citizenship in an evolving world community. As an innovative learning organization, the Farmington school district is deeply committed to continuous improvement. Thus, collaborative interactions among students, educators, parents, and families emphasize the importance of clear expectations, rigorous standards-led curriculum, inspired instruction, personal effort and engaged relationships leading to high levels of achievement for all learners.","Teaching and learning at Farmington High School is active, engaging, challenging, purposeful, and student-centered, as aligned with the Farmington Public Schools Vision of the Graduate Thinking and Learning Skills, Core Beliefs, and the Framework for Teaching and Learning.  As ""leaders of their own learning,"" students are independent and resourceful learners.  Our primary goal is to ensure that all students are successful.   In partnership with our students, faculty, and staff, we are committed to engaged learning and high achievement within a supportive learning environment.   ",Mature and going strong (more than 3 years),4-5 years,,1,1,1,,1,,1,1,1,,,,1,,,,,,1,,,1,,,1,,,,1,1,1,1,,,1,,,,,1,,,,,1,,,,,,,,1,1,1,,,1,,,1,,1,,1,,1,,,,1,,,,1,,1,1,1,1,,,,1,,1,,"Yes, this is accurate.",,3,,,4,,090156000273,CT-052-61,,Regular School,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,1184,2,0.17%,206,17.40%,72,6.08%,73,6.17%,819,69.17%,12,1.01%,–,,1184,Yes participating without using any Provision or the CEO,Suburban,"Suburban, Large",128,10.8%,,,Not a Title I school,1340,11.6,0.5
75,80,Confirmed,FlexTech High School Novi,Novi,Michigan,Charter School Partners,No,Michigan Department of Education,"Flextech does a variety of things to meet the needs of the students. They use Project-Based Learning, Community-Based experiences, Self-paced online courses, and blended classrooms.  Flextech is being innovative in their approach to meet the needs of students as individuals.","FlexTech High School-Novi (""Academy"") will prepare each student for success in career, life, and higher education by providing an opportunity to earn a high school diploma in an engaging program with flexible scheduling and authentic learning experiences. FTN will provide a personal and caring environment, where students become active participants in planning and preparing for their future.  The Academy is committed to providing an environment that combines relationships, relevance, and rigor where students can: take control of their education plan, allowing students to become proactive learners and encouraging personal growth; engage in relevant learning experiences that use community mentors; become critical thinkers who value learning as a life-long process; and learn 21st Century skills to prepare for the workplace. ","The Academy is committed to welcoming students into school in a way that starts with the student, not the classes. By acknowledging and recognizing the areas where students may have previously struggled in school and assisting the student in designing a program that addresses these needs, students can value themselves as learners and re-engage in the learning process. Students' need for meaningful, relevant work is central to the delivery model. According to the Hope Study, when students are empowered to advocate for projects and for themselves, or are encouraged to demonstrate learning in alternative ways, they build internal motivation and a sense of self-efficacy. This not only supports engagement but also begins to develop an academic self, a student who believes in his or herself as academically capable and viable. This can transform a student from one who may have believed that high school completion was out of reach to one who now imagines a college future. ",Early stage (0-3 years),6-7 years,1,1,,1,,,,1,,,,,,,,,1,,1,1,1,1,1,1,1,,,,1,1,,,1,1,1,1,,1,1,1,,,1,1,,1,1,,,,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,1,1,1,1,"Yes, this is accurate.",,3,,none,4,,260104308495,MI-63931-01876,http://www.oaklandflextech.org/,Regular School,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,122,0,0.00%,3,2.46%,2,1.64%,11,9.02%,105,86.07%,1,0.82%,0,0.00%,122,Yes participating without using any Provision or the CEO,Urban,"City, Small",30,24.6%,,,Title I targeted assistance school,108,6.5,0.0
76,56,Confirmed,Flushing International High School,,,New York City Department of Education,No,Springpoint,"Flushing International High School (FIHS) is part of the Internationals Network for Public Schools. FIHS's mission is to serve recent immigrants to the United States who are new learners of English. The school focuses on developing students' proficiency in English while simultaneously developing their skills in their native language and empowering them to engage with rigorous interdisciplinary content in learner-centered environments. The school views every teacher as both a language teacher and a teacher of academic content and skills; students develop language skills and academic content simultaneously with each reinforcing the other. Classes are mixed according to age, grade, academic ability, prior schooling, native language, and linguistic proficiency. Prior to entry, FIHS students have all resided in the United States for less than four years. Collectively, they represent 40 countries and speak over 20 languages. The school organizes its teaching cycle around three types of learning outcomes: work habits, language, and academic disciplines. Teachers meet once a week within their academic disciplines and their cohort teams, which has led to more interdisciplinary projects and strong learning outcomes. FIHS embodies a holistic framework of mission, vision, and culture. The school is deeply connected to the community and performs extensive family outreach as well as social justice advocacy on behalf of its students. The school provides a wide array of community services, including legal support. The school culture is organized around 12 principles: collaboration, peace and justice, self-expression, academic excellence and learning, love and belonging, holism, respect, caring for our environment, honoring diversity, community building, leadership, and creativity. The school has a transparent and intentional approach to mastery, which also serves to bolster the project-based focus and support students as they hone their English language skills.","The mission of The Flushing International High School is to serve recent immigrants to the United States who are new learners of English.  Our goal is to help each student learn to read, write and communicate clearly in English while maintaining their native language.  Our students will learn to use their minds well to think critically and act on real-world issues. Students will use what they learn to become successful in high school, college and their chosen careers and they will learn to speak up for themselves and for their community.",,Mature and going strong (more than 3 years),More than 9 years,,,1,,1,1,,1,1,1,,1,,,,,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,,1,,,,1,,1,1,1,1,1,,1,1,,,,,1,,1,1,1,1,,,,,1,1,1,1,,1,1,,,,1,,,1,,"Yes, this is accurate.","No, this is not very accurate.",2,,,4,,360012205727,NY-342500010000-342500011263,http://www.flushinginternational.org,Regular School,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,434,4,0.92%,224,51.61%,184,42.40%,5,1.15%,14,3.23%,0,0.00%,3,0.69%,434,Yes participating without using any Provision or the CEO,Urban,"City, Large",396,91.2%,,,Title I schoolwide school,,,
77,97,Confirmed,Francis T Maloney High School,Meriden,Connecticut,Meriden Public Schools,No,CT Center for School Change,"Implemented student-centered learning model through embedded coaching beginning spring 2015  

Student-Centered Learning coaches in each of the four core content areas (English, Math, Science, Social Studies), selected from existing teacher leaders. Coaches worked with an outside consultant and district administrator to build their own understanding of the coaching model and tenets of student-centered learning. Developed Student-Centered Learning look-fors to provide examples of evidence of student-centered learning practices by both teachers and students. Coaches still teach (initially 2 class, now 3), building added credibility with colleagues. Coaching model included planning meeting, classroom visit, and post-meeting. The model has evolved to meet varying needs of staff  Personalized Learning Experience program developed to provide students an opportunity to self-design credit-earning program of study based on an area of interest or potential career.  Implemented 1:1 conferencing across grade levels to build connections and set goals based on academic, attendance and behavioral data. Restorative Practices and Youth Dialogue sessions provide opportunities for student voice. 

Results: 23% Decrease in Chronic Absenteeism, 82% Decrease in Suspensions, 93% Decrease in Expulsions, 96% of Grade 9 students on-track to graduate in four years, a 21% increase in 4-year graduation rate, 1,500 on-track conferences in grades 9-12, 200+ Grade 9 on-track data meetings to discuss student supports. 

Students and district staff participate in the #Why Apply Campaign, #IApplied, #Accepted - stressing the importance of applying for college BOE  passed policy to support student-centered learning practices. MHS has 27 Advanced Placement/Early College Experience courses offered, prerequisites eliminated for AP/ECE course, increase in all subgroups SAT Scores beginning to move in the right direction ","Francis T. Maloney High School (MHS), a diverse and dynamic community of learners, values the uniqueness of all its students and members. We work collaboratively to develop the academic, civic and social skills needed to succeed in the 21st century.  Meriden's population of approximately 60,000 residents, varied and multiracial, is reflected in our school population of nearly 1,200 students. We celebrate the richness of our diversity with 71% of our students eligible for free/reduced lunch, 69% minority, and 19% receive special education services.  We are also home to the district's bilingual program for English Learners (EL), representing 15% of the student body. A three-person administrative team leads a staff of 160, including 100 certified teachers.  MHS staff is committed to student-centered learning (SCL)  practices. We know when our teachers learn our students learn, and we have implemented an embedded coaching model to support teachers' transition to student-centered classrooms. We have developed SCL look-fors of both teacher and students exemplars related to the four tenets of SCL.  Through our personalized learning experience program, students are able to self-design credit-bearing courses of study based around an area of interest or potential career. In addition to BOE supported Bring Your Own Device guidelines, all students are issued a Chromebook for access to anytime, anywhere learning opportunities.   To provide equitable opportunities for all students, MHS has eliminated prerequisite courses and school barriers that once prevented students from taking higher level courses. Open access substantially increased the percentage of minority, economically challenged and English Learners taking rigorous courses. The school supports a no-zero grading philosophy reinforcing the importance of work completion and credit-recovery options. The number of advanced placement and early college experience offerings has increased.  Many students graduate with numerous college credits earned. MHS is also committed to promoting positive relationships and fosters social-emotional learning through the district's Student Climate survey, Getting to Know You survey and MPS Cares self-reporting tool.  All students engage in on-track conferences with a caring adult to identify areas for growth and set goals for both short-term and long-term success. Currently, 96% of Grade 9 students are on-track to graduate in four years, and MHS has seen a 21% increase in 4-year graduation rate.    ",At Maloney student and teacher voice provide the best example of our school model and are featured in the following video.  Student Centered Learning:  Building Agency and Engagement produced by Edutopia.  https://www.edutopia.org/video/student-centered-learning-building-agency-and-engagement   ,Mature and going strong (more than 3 years),4-5 years,1,,,1,1,1,,1,,1,,,1,1,,,,,,1,,1,,,,1,1,,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,1,1,1,1,1,,1,,1,,1,,,1,1,1,1,,,1,,1,,1,,1,1,1,,1,1,1,1,1,1,1,1,1,,,1,,1,,"Yes, this is accurate.",,3,,,4,,090240000441,CT-080-61,http://www.meriden.k12.ct.us/maloney/Maloney_WEB/index.htm,Regular School,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,1191,2,0.17%,44,3.69%,585,49.12%,128,10.75%,406,34.09%,25,2.10%,1,0.08%,1191,Yes participating without using any Provision or the CEO,Suburban,"Suburban, Large",784,65.8%,,,Not a Title I school,1144,18.0,14.0
